,url,directapply,salary,jobtitle,jobopeningdate,contractduration,company,city
7,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0BmgHj8b9RlIjsw0JlqLxeEtGuOxd2fbhScYXMt4rfS4GPqGz7A0Dh2_HVHN4z4C7iPeMJh-vQ67nqz2l6KdVTMp6cRrYnPNJ1fhWJQ4zVySV5knQ10Rdmjs9IfIPRL8vZ6U8_X7JagJEXlkI2i-7ThRnwyVP0TdYFKcNncE1VpaF-o3Ik-cK7__437s5gOG7Y-B6RljrkyY4guc3pWt1QwQZFqzSwXDLDBMDm-8I4B4CIa3gvI9QMY1uM1bqQUL11d4Qkp3MkVY2yZOgVb8NCbOr1AJS1rgHit8D2SrOLapDFG8WdtFWa0KCzXf2dkq5E0Narc58VlkYjx_xZMSSiRpeP0gW71RWc9CxA9XLZ3RggLSXHzh_c0VvAR1EOjOpISj0mZoX4i95w-n5G_QUb2rGpnwmvZ-ylfT7yDPSfexmTkpwADmYFU5yzGE1x9CUMYeKgIDs7y8hv-GiQ_IIj3DCNFO1eXS2U5oaV9WA7ou35nqpKrIvdWNvzCEhUtaBYtb_DZ6usMccBSPXs6yBegBGFru5YGU62A28WvMLjyMCBhHgxaS8btUrs65QC2Y8xRboUwexmxTLZrx596mcxZ2QA8GBHb-_kkc6-hLiuoS-uVjgpM2Qmgm8CsCmimFGpvbjOqZdB0Ml6fSBDLfeYryx_4uKIsCv_U24YPHU5N4Pn0JHLAWk96&xkcb=SoBW-_M3SEewFyWHLp0JbzkdCdPP&p=7&fvj=0&vjs=3,https://de.indeed.com/applystart?jk=827d7bf5416195dd&from=vj&pos=bottom&mvj=0&spon=1&adid=403894413&ad=-6NYlbfkN0BmgHj8b9RlIjsw0JlqLxeEtGuOxd2fbhScYXMt4rfS4GPqGz7A0Dh2_HVHN4z4C7iPeMJh-vQ67nqz2l6KdVTMp6cRrYnPNJ1fhWJQ4zVySX6skGOsZdBM0hRRE4AAb2cRB1Qinh-xgcOzSBpqiVLZkR54aV9cdmSxHAWCwybmDdZB8ZITJpvxZMBP0-Zd7Qx7v8PbB9OWx82n1TR1gTBFALtFw-Qn5gZpp4RWpQmNw3ujYkV8BIemUXtilfk-r_B7ZEuttnKIQqEo9unxKZc22yyoD1YJz4Zq8xWHfFKx_4Fo_j_CziPm1zfUZ0Ha-UMLBPC_Mm4zlICcy_OJWv08goCZONj1YMvBJxeX0dAnBb2ID6VQfpYs026QTG16Wy6lLgWwS5EcPLvFohJx5eMf&sjdu=Tiy5YVzklOqAHjtChFDdXFMHRwYxuA5V-0rMIz9OdaSuJ9F8K6CJMma60vtSFz8VT6zbI1Pl-NCywCwG2vYuhyGQtO8oD4RfdWV-O1W7ZP74wdUNG47IY4fdpQNXF97ow45JQX-_gzH0QrEDvswfTw&vjfrom=serp&astse=2703f8d6f5bdf4f2&assa=3252,,Entwicklungsingenieur (m/w/d) Maschinenbau,,Festanstellung,FERCHAU,34117 Kassel
8,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0BmgHj8b9RlIjsw0JlqLxeEtGuOxd2fbhScYXMt4rfS4GPqGz7A0Dh2_HVHN4z4C7gnWNT8RQWQAkcEnInHF2swQmaUzErJFsj7HGWQ5MAi2cUIRFvvoiDZpiyQ05lQvC7cG3xIqMsPBjT-KjIqT_r83tJ5CqnNJFIew9VhOhZCcSOf1kDSv3-mGO_r2tpRsKubMG0p-0kv5QOivNaGRo13AAA-o43LLzF9iRipbtc61bKrYBa37_EhoDe4EDAIx135odUYGLKys3JFOAVaU6_iP3UDkPrSHZ8e2pcNWP1RifeS3R1TGnffSU_Ums46KxK1mG1HCSarq5_PPJ_Tmp_9FvEbDnfyoRYaPcftOxp8ckGgw1C8GFDoacJSpwn106DYHa5mczrXU_k1M6twY0cnzYf4lbb-ppoZu3KyZx36cEX_S07UEHYnrtel6J2uTaF75hev6BF0eAlWDmnp1DsSfbRBusfG-MqBEXUmm6AFqpiSgyjZdpeSHOxXTWjT9qs4Eai2GeqYFNa8wvBd-qHESg7qshMgwjnVg9V2nvuyK9F7hM285qa-y0q-t6bkMOPFWWtl-H0jHj8opjcJKMTqL_dOWMa-iBKF-BVD7z7S3OG4dC6w8ASPlL3JkZkoIXybaVIRAd_8s5H5oPnQFRQEfH3iEz4UxkH9muIkiAPiftdvFaxjVtDF&xkcb=SoDi-_M3SEewFyWHLp0IbzkdCdPP&p=8&fvj=0&vjs=3,https://de.indeed.com/applystart?jk=2df9e007fbd6c66f&from=vj&pos=bottom&mvj=0&spon=1&adid=403894413&ad=-6NYlbfkN0BmgHj8b9RlIjsw0JlqLxeEtGuOxd2fbhScYXMt4rfS4GPqGz7A0Dh2_HVHN4z4C7gnWNT8RQWQAkcEnInHF2swQmaUzErJFsj7HGWQ5MAi2QWzYLr8lFUK_Jf-dKnv58005IIjORHFGSfaaQkwMIk4ER4ofA7fURuKykWP6cEFNhHMYOtw7Udgk5vjhVSgLGmuot_bwT3aaN5UbR7lEeSOBIOQtkscz_jfJMxEqSTvX1olq1W0G7IOywrbWPP1ruN32wtVMM8cVlGL7kqihx4eJ-RHW5H-kweNGQJHZ-B3uDpGJsPtH8Z8uVY75b0_q7OjfFqA7QepXsddI-1ZZCFv2UkQyOSAlyuU7CDMjlFDhm8TXd6LCcbKbye_JaF5-sXgkg7vUwmrrzh11mtfbjwV&sjdu=Tiy5YVzklOqAHjtChFDdXFMHRwYxuA5V-0rMIz9OdaQXDr_GnmGngBj2C3RYEMxs8XGTiKDuOgmSL1f6vtyTZSGQtO8oD4RfdWV-O1W7ZP74wdUNG47IY4fdpQNXF97ow45JQX-_gzH0QrEDvswfTw&vjfrom=serp&astse=7fa3064fa45eafae&assa=6729,,Entwicklungsingenieur Kunststofftechnik (m/w/d),,Festanstellung,FERCHAU,34117 Kassel
9,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0BmgHj8b9RlIjsw0JlqLxeEtGuOxd2fbhScYXMt4rfS4GPqGz7A0Dh2_HVHN4z4C7iPeMJh-vQ67nXihl1-YD8EtsgzaKZ47X7ZEnR77fys_hGfy9aqxvcigXBJI23-jOWzRxC21DisOPWhzoPZgfk6c80idxVdfj9YKeoPbNBJfiHyzpDIRpgn1I_AeTy5s5AZmresuGMjhvHZ9l0NL6qzcdBy4HjBU3jFuZLplCUhI2HKHq3DUsPBXmO09UFBZk5djddgV_ke2FmJ1AWvR1H7c9BtDswp6njGo0cisi5ms42vYWejAWbJWSZRY4P9bwyNyDhnUNXNLNhcbRXY3gF14qeVv3Ky8Tgt8vfIb6HFq9_c0tmDQetbkayyWphyogdIc8HA_Jk8LimL7GYNJZ5uGx2qsNDfNtiSCIB7XGyOSx0GzQkWBt6vFUC22wKow-p0rbE5ZGCsQar-eu58ldbFmcAeYKUbRDiEAZZ1JatYW1HbQbsIhWfcxR1YjKO-SceD8M1Ne6FWWmzdizYJ1EImTQq0QCsjAUKoW5nUvcz76QQS4twCswvA0i7zaNthZMB3JEELOXnUYIqru7AKNC8wMSp8ro2b14GLdpIjQZbWTK6G_Tav4iSJAtJg9BnA4IOUF-kURCwRqdFZ2UuMmZ2kJHDUHdLEDowwjd8vhsryHq47RVYsdHCo&xkcb=SoA6-_M3SEewFy2HLp0LbzkdCdPP&p=9&fvj=0&vjs=3,https://de.indeed.com/applystart?jk=68561c8621d0acf5&from=vj&pos=bottom&mvj=0&spon=1&adid=403894413&ad=-6NYlbfkN0BmgHj8b9RlIjsw0JlqLxeEtGuOxd2fbhScYXMt4rfS4GPqGz7A0Dh2_HVHN4z4C7iPeMJh-vQ67nXihl1-YD8EtsgzaKZ47X7ZEnR77fys_qAS3k64h1sY9JfEkuEQEiq1_3ZklVu3vr6S3ugUiYN0WGGxYoa2w98cV8mGjT_ELNtKlu5s2hmwAromQmuGhQ8N4FU0iiU_CPXwOnlQL7bn5M6nmVCjKRGvyR9RCQ8HoRgWY8uVK2HclSSgaK0b6yukzchlDFaa8zSxvN0qWH2lFK3DRuTSiFUgeTXhlzP1Wh3i6iJWUMBUHFdaYuVPsIasG6UfRdn2Hetb9lOUq_tXBXbVTbdhHgu7TatKgTc-5fiQ4jNw9L9IKQkCs1U_cD_VDIJ940Tc1E2XSz3eB4XQ&sjdu=Tiy5YVzklOqAHjtChFDdXFMHRwYxuA5V-0rMIz9OdaSuJ9F8K6CJMma60vtSFz8VA6rFCNmhO_xFSgDYM5xowCGQtO8oD4RfdWV-O1W7ZP74wdUNG47IY4fdpQNXF97ow45JQX-_gzH0QrEDvswfTw&vjfrom=serp&astse=234212e896ec3c56&assa=42,,Entwicklungsingenieur (m/w/d) Erneuerbare Energien,,,FERCHAU,34117 Kassel
10,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0BmgHj8b9RlIjsw0JlqLxeEtGuOxd2fbhScYXMt4rfS4GPqGz7A0Dh2_HVHN4z4C7iiTWmMrrFcMTWByt_EucKJ-HZMN_qseI0eZJvQde2oWs3IBS-eLpB7v6weJreluSBr-TI70FSjqR4jM4DcCBxSpzy6y8VEHJY5PwP7R4qPbXATJAegZo9kTFsHvZYmuVIyaPNPLoq176qoaXKWeOYd6kj2IKtPaCRWuHTon5AY-aHLg5IcQ-mxe3wvCh7kNSdjBsMtZT9-y6WgW5-SzyLmJN0JS2WWKHN-nTXxnlAQaSirPjQN7uBaCUJDHsxLGLnQnoFlssx9a893nol0rklMTGQ3la8kAeEGYX7SAXTkk5DGEJzid5jtXGUjg64fgyIYiCKO1yJmlYQMhPlKwfbuop1MZg5kf686F3q1e1sQ7IsAmDzS8WyWgUrjH7c2mkIdFAjLPdK-rVWQ5wRZTeulXdfEuFAF5tfKUxrHd9abIPkcvexFo_5Ht1ZBlOb6k6MBsMYfldSq3Y-h2yh1CgShXWBokx9lpX8HjTJBAWeuBmkjRnzp7ZSV3bQ-cYoA_IYmwOWStiYGram_HiTvQzGzbygTxjntm4zwEYJCZjmsLGTLbcW91_7anzBjndQBBCFGKWd8eeGATcJky-sq04MLpm93x17EyvmDQMpRtWk3TnCSwCwL5zYE&xkcb=SoCO-_M3SEewFy2HLp0KbzkdCdPP&p=10&fvj=0&vjs=3,https://de.indeed.com/applystart?jk=ae91da8bdbff288d&from=vj&pos=bottom&mvj=0&spon=1&adid=403894413&ad=-6NYlbfkN0BmgHj8b9RlIjsw0JlqLxeEtGuOxd2fbhScYXMt4rfS4GPqGz7A0Dh2_HVHN4z4C7iiTWmMrrFcMTWByt_EucKJ-HZMN_qseI0eZJvQde2oWiis1y6L6HM2Lti3ar-58NI2fQAxNRiGSd9Iva7NjhCxuJp6vbEmK_gpP7BtCOMcCcqsjm1fHOQZN9RidqvJMgMIf5x9a9H-eqprB6vtPyrjG-1R6rEWDU4wuGmBiagwGMnRr3o3LNrC4VAX0fRDQrPhG6B2QM4mP4AgLIj2Aobf9cclb76PVQQ4qMliXlS8CPaASrTtb23ZS-l4d1CKDbRgtI400tyZ0UEhRSSmmD_5cxKrLHEt4xXO5Cqqyzo8hnuirozFX4QIVv9jkuyp9gzQKhx4odA0kGBQ0CQzw4Wk&sjdu=Tiy5YVzklOqAHjtChFDdXFMHRwYxuA5V-0rMIz9OdaSkqPRXOuW-FCLoBsOjqGxrr_2tNaFyoYwORkxAEfFZQyGQtO8oD4RfdWV-O1W7ZP74wdUNG47IY4fdpQNXF97ow45JQX-_gzH0QrEDvswfTw&vjfrom=serp&astse=406fcbe60b672c67&assa=3625,,Entwicklungsingenieur (m/w/d) Optische Messtechnik,,Festanstellung,FERCHAU,34117 Kassel
11,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0BmgHj8b9RlIjsw0JlqLxeEtGuOxd2fbhScYXMt4rfS4GPqGz7A0Dh2_HVHN4z4C7iV3aTpYFmjXMsRlcPYbQv_hb27y6AUSB6BCGtbUrlhf7PT9DqQRCBqepsTrqllRZIXRA7pIO5Le7vGrtZTCv0uTQBdAh8QDzL-WfUMPQvS5DRYlG9ZsxS44TvHWJ0vq38bZPPNH123XG6PL4lNxa_fRJvpsCYyBmnvy1-nwXswspDtw1bczFe7KgcoKYKjtOgbuxUBNZfDuQ6fNiLHyDh7FrFudFD87vXO-E8OXOl7D6FNhzla1lSK6WalZfat239sdmt4P4XBhvYkxFTEkFSwzjZmuZlDSM9q2QTqglg-gT1qOiPULD8GjmOFrdB7WVkps6rl4UJ6hSSCs-0Lhm2gaPzIgGNZZRpITIJm8qp6pjEtbRlfoJqcSYV1RSCxjJMPJwFGRyw85xA_W_NVyYFy_FDenyf0Zi5ziy2RCNw0Zx8JNQ3ro9HZldLrljH3zhHeP4zP8kwFMF07qIloMcRJo9j7ZNkPt624zoF0vfKqPZwXc0ahqc-bObN90uFdAz6RQl3UTHC4UxRfQTPF6ykkAjOHSTRDZeqxZhdlVuCv-f1rGwb_p-eZ3KWU0tXItanSIoARyECKAGZteURZAQjUH2s8gV9DVSr1Sj3ekLrb3O-yjZuMkWBV&xkcb=SoAT-_M3SEewF9WHLp0LbzkdCdPP&p=11&fvj=0&vjs=3,https://de.indeed.com/applystart?jk=6e89e80e672a782b&from=vj&pos=bottom&mvj=0&spon=1&adid=403894413&ad=-6NYlbfkN0BmgHj8b9RlIjsw0JlqLxeEtGuOxd2fbhScYXMt4rfS4GPqGz7A0Dh2_HVHN4z4C7iV3aTpYFmjXMsRlcPYbQv_hb27y6AUSB6BCGtbUrlhf34WXsGOG0VDaCL2rwbDGM9LTgNbnmQ97rDEHYzc89wfPDXM7P4VqHNOL_6sovogwGbUyveZXHpqYHauTJH0Egn1jdXMpSi5fwArm_HChvU9oCHfqzoeFQUzBKppTSe3H_JjV0JIBCGvNv1CP1OrAz98Vr3vuIWIB_T7jgRCHWW0RniWmh82oECu54cRhQvTv3-L2jSHY6naCpJYH8orjtEZ3HTLxOOVG0xwOdhm0lBoVrcj7tooZYztsjIMSTwCpP8xnN0G27CM16jkRJEx3wmBcM5R8q-Jv_GWERGXFmd0&sjdu=Tiy5YVzklOqAHjtChFDdXFMHRwYxuA5V-0rMIz9OdaRHdfWPGAuhH4IwmyjKo5D8AKGmlbs0eMXA9GX1cKBI4yGQtO8oD4RfdWV-O1W7ZP74wdUNG47IY4fdpQNXF97ow45JQX-_gzH0QrEDvswfTw&vjfrom=serp&astse=4488c15f58a871e7&assa=6967,,Entwicklungsingenieur (m/w/d) Mechatronik/Elektronik,,Festanstellung,FERCHAU,34117 Kassel
12,https://indeed.de/rc/clk?jk=90b4021ce6b77fda&fccid=3beff353b5a119d8&vjs=3,,,Entwicklungsingenieur (w/m/d),5,Vollzeit,forty-five Personalberatung Wiesbaden GmbH & Co. KG,
13,https://indeed.de/rc/clk?jk=1c744a1be13de8a1&fccid=0dc82103bd25b763&vjs=3,https://de.indeed.com/applystart?jk=1c744a1be13de8a1&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKkM7oCIF5ZSwNP3_Vna7nYDkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=666d42964e007ef7&assa=3681,,Entwicklungsingenieur in Mechanik,,Festanstellung,SMA Solar Technology AG,Kassel
14,https://indeed.de/company/Oswald-Iden-Engineering-GmbH-&-Co.-KG/jobs/Entwicklungsingenieur-Hydrauliksystem-6b6861a6b1661311?fccid=02b1340d781fd734&vjs=3,,,Entwicklungsingenieur (m/w/d) Hydrauliksystem,9,Festanstellung,Oswald Iden Engineering GmbH & Co. KG,
,url,directapply,salary,jobtitle,jobopeningdate,contractduration,company,city
0,https://indeed.de/rc/clk?jk=07ecd3576a8dd5dd&fccid=3fb298ab9da17c70&vjs=3,https://de.indeed.com/applystart?jk=07ecd3576a8dd5dd&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKky9d7CgxEJjuKBNrx1rYQVkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=c2ce789a39769690&assa=4829,,Entwicklungsingenieur (m/w/d) Umfeld Diagnose im Maschinenbau,,Vollzeit,Bertrandt,Gütersloh
1,https://indeed.de/rc/clk?jk=615b65aba9bc3dd5&fccid=8b00d0c3dbf9e9e7&vjs=3,https://de.indeed.com/applystart?jk=615b65aba9bc3dd5&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKnlzSLrqTTintR6Cf_t6WadkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=6b8ce965b5f1b87d&assa=8115,,Konstrukteur / Entwicklungsingenieur m/w/d,18,Vollzeit,Miele,Gütersloh
2,https://indeed.de/rc/clk?jk=0cad7ea8a486b0b2&fccid=8b00d0c3dbf9e9e7&vjs=3,https://de.indeed.com/applystart?jk=0cad7ea8a486b0b2&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKkZ1YQw83HqAoOP6YS0oPnYkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=87e8e094d006f437&assa=1536,,Entwicklungsingenieur Mechanik/Hydraulik Semi-Professional m/w/d,,Vollzeit,Miele,Gütersloh
3,https://indeed.de/rc/clk?jk=b2919faf433cee6e&fccid=8b00d0c3dbf9e9e7&vjs=3,https://de.indeed.com/applystart?jk=b2919faf433cee6e&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKlwauE190EHMYFmiLVbg61tkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=2c1b8606104a4e76&assa=4904,,Entwicklungsingenieur m|w|d Elektrotechnik Business Unit Laundry,,Vollzeit,Miele,Gütersloh
4,https://indeed.de/rc/clk?jk=d5bf1fb182840215&fccid=8b00d0c3dbf9e9e7&vjs=3,https://de.indeed.com/applystart?jk=d5bf1fb182840215&from=vj&pos=bottom&mvj=0&spon=0&sjdu=YAMd6UJyGWgvrHoJpyMluoDDplm6SwWjHcxyoDIphKnbsOaIDYjIGBWHroaGYO0AkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=e03e1c95be7b54f8&assa=8575,,Entwicklungsingenieur digitale Features m|w|d Business Unit Refrigeration,,Vollzeit,Miele,Gütersloh
,url,directapply,salary,jobtitle,jobopeningdate,contractduration,company,city
0,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0AwjD8rgSncalCsJP2BifdbSFpsyV6gynVCITIi3cZedzSpLwgMYX07ivGYwcqwmzZGAkQvxXxy_MmEB8vn5IVQgZBrc5Mf9NdNd0BNK-576Eu7gP0jbKBR9qsxoZHx3t87dqXkuuCAVxieNPfAikc4vb-cI4lxBHTF5E9R71EftbOID5becZjzHVcWxOOEKrwxL1f3MVbD4oondA15hb9BrqFxcMxtzHNzzd4eEjjGgQjzlEtWlwpkAYjTZ4Hl5KcaLt3lMgjhD41D8EQ7v4uwSPOE7itps7tZLjpXGovaukB7m7xaSqhEZ3xTkZQIoRA35-lVm_gcF20UHGmRf8DJfBmFChMu4AtyZE73FZprbJk2ObdpzNdNLFnoMKMQ-A-bMIbiloAg3XkvloC-b20BCEmLhGuOmSaL3cFHkDY3hA4kIZ-S1Lb-m9p3ybQS_vQ9EqeDBQ5b5MUTnF-G6Wxp3ZLPahRJWwkLZAu3qoKq2C84WgRjt-KK2agiBH5PJYUZw51gOf-Z5DKP2cmo8EBYcvFHUBUGQlTQc7iq4i8oer5aVpVQHv9w3HRmfDyLCuthoia9Z6ZLdCBzQDWyCnbSm2xU8eK6hnLV3Y36qcufGYxwhg5v7DLMTdYQGOR3yYW76l5-TNZ0bg==&xkcb=SoCS-_M3SEfGj-QHIh0JbzkdCdPP&p=0&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=e313a7e80a09014c&from=vj&pos=bottom&mvj=0&spon=1&adid=400172541&ad=-6NYlbfkN0AwjD8rgSncalCsJP2BifdbSFpsyV6gynVCITIi3cZedzSpLwgMYX07ivGYwcqwmzZGAkQvxXxy_MmEB8vn5IVQgZBrc5Mf9NdNd0BNK-576Eu7gP0jbKBRHAw0b5Z2YZhrOwKeh_DHGc2yI-ejsTzU8uqO8Inte_yq__RVACqXEdtVJCGHr-io_ucYFErjkAhQnM8ggUc2TcacZNZpPcRYpmVUGlHIs_qlXczs11CrNQ5KZL6gaKhfRSVwa9ssWWVqDIa51LL4G5661FmAbTAQ0P6aauKy4eKhDr8B5nRpHDLuWMJs9Mgr4lHeADEJAORTVUsuHholWpvfWXpom80iOXnnhG6I5NI0vTGn_y-r6aNE5PEKHOIdzmSxmq6Ry7plq_6tLDTu86RS2N1dt6uCk-b_VFxlSQvjTgSE4_D0e6FtUuas6z_WLmQuRkP5VzA%3D&xkcb=SoCS-_M3SEfGj-QHIh0JbzkdCdPP&sjdu=Mx6G_KmxKJgYGZ5i2Jkxwbz2LS_NVoSLRXePWRdodGYSfzTLzUmXt_HZaQ3mKKzIXkx2y0jCNnCDbxL3SIVaZfpEHshVq85mdeJN0G5DxqNFOHNlvSLx3R38QMqMbeED2sg3NOdSI9z56SqmSc4eEd7mZ2cfMwRwdgnBxtOyeDI&vjfrom=web&astse=d94e31058c2cef33&assa=6348,,Entwicklungsingenieur | Elektronikentwicklung (m/w/d),,Festanstellung,ASAP Holding GmbH,Wolfsburg
1,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0AwjD8rgSncalCsJP2BifdbSFpsyV6gynVCITIi3cZedzSpLwgMYX07ivGYwcqwmzacf6rAf5EsTla-XqLhvAVPOG9AJ_Jpxkd7KaPqKasWrJ1sWvzuJIEC3-meItTzg2nMXCZnbWfmJhLKL9hxKtoQ9kz_zPD1pRqofGWaa8KsF6n6W2PVS2lHw7I3gen9RgNi7Tka_fyFkVLu-SLlv6Hftp4ymKP5X0e2HqOEqDIl4qS1E6KF1PDSnvZEkz71Je1_koBYv0fWNE9-wS3b3Y8pXkL07ihmG1Z5ahr3kzPVkSET-n6VJZ2TSHKUPn61k9eeKaZdnc43owH6wmT6KB0mXuDBRL3dz4QdY1bBDZG7r2iLHikB1A2DEaryS8vfI6UMtz6tppQh5r-cHSZ77GDQuiMt8xh9STQgJ7NtixOSwEbGYtrksbzq0rhw1zJHoao2yr103ytmgt7cLZO40YiVyOi3E8LyN56K2gz3FQrAW2AHyBJthkV5d6hl9tcacmvxuqFWWtbp_gMazK2Ut4G9YTaOuYWBPeAC-AEhbYRlqPOK0kp0MS7LWs1c_4q9-6lMzgRmIXBuWGnEkMpfeuoVrmaGUG--lh4CVV5e3X5st5yA44pXvVKuruLFCDNCZ9Y=&xkcb=SoD--_M3SEfGj-wHIh0LbzkdCdPP&p=1&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=6f4ac5ad782e4db3&from=vj&pos=bottom&mvj=0&spon=1&adid=400172541&ad=-6NYlbfkN0AwjD8rgSncalCsJP2BifdbSFpsyV6gynVCITIi3cZedzSpLwgMYX07ivGYwcqwmzacf6rAf5EsTla-XqLhvAVPOG9AJ_Jpxkd7KaPqKasWrJ1sWvzuJIECvm1EQc1xj_oPNt0lfuB-sYMUi_E8R1L61IeRuw7FyL9hFj-Y4yXKsGZxGND2gJgVKgdWQS2IHjr1DE-2eeq5w69xOrtwDqNjh-Gdy-8xYR1m9Z3waRi1Xeuxra-uviqO27O_0t9LjG7narwEKpsyoNsFNveSPbi3aH-rOgp_QF6gNkNGdx0QCJMNU8zT8I80uJrc_tIGsWTHrk59idtqB1sfptSPTLwC-FTfBLDALvrut5JPQinPVVkNvb3nCDUwOjnr2jct733e_u6Q7KeLeJck18P4JE14qz3KlxlLQUDnCb9fWg1QBnS43sK6EQXD&xkcb=SoD--_M3SEfGj-wHIh0LbzkdCdPP&sjdu=Mx6G_KmxKJgYGZ5i2Jkxwbz2LS_NVoSLRXePWRdodGYSfzTLzUmXt_HZaQ3mKKzIXkx2y0jCNnCDbxL3SIVaZXQGn2VUKAa2omTKYrOtLEafk-I7BxlPjvVTY1SVvTEpQP6KGN6Zeuw48QNaU3CjAg&vjfrom=web&astse=1d2c7d32a6da9fc3&assa=9790,,Entwicklungsingenieur | Testfalldesign (m/w/d),,Festanstellung,ASAP Holding GmbH,Wolfsburg
2,https://indeed.de/pagead/clk?mo=r&ad=-6NYlbfkN0CnU0dzMBFE7kk-0UDOV9_12sHxq5F_ZZFMQSNQ7xcM-QQFi1B74oX0U7CHoSe_E0lwMFBFTffs4TkNyhP2j0Z5Z1bOS0AuaiTNJhRg-kePALXDYLuBGQywIE-AhWn_0j1rppqnqamudWO7DZBYgAY-cIVJtLl4kxPZ2a1ZtHUoK1VoCKXcf6nwQUCHRnK81_tjHe8qKULEPosXOUjw602ZYxTObRWmnSvdtwdIZ4EY_Q7isUeEH1VEMzkDBPrjcDLLblBGasPX489CLJuCz3OftkoPjgMrexQyCEOv5hYLN9XEU6D_zDCVikMsFO9IbP4KQZ9YYzk9FYu8cHwYx_J9ZAxilKnm2o6XbCwy6DiEFxJVu4SHRdS3GXHaFwVglGBie42BFDjdez2x_TR5kVqfAcX1Ol_JcoMZ6DH7M0PkLzqWY8qtXDe_s9XR_7SWioPPkkxbfX93nQ9gJhFQsq2uApsy2wN9yj-BU0JygGLW4an2ER13uCFO1ceIZO-wjKW172UxLHFSSgY4LHdQ-M5r7QuO4UtNH_BxU131K2G6R0jVZ8E3N5cSCIyRzPZkDda1aIVbF1tsuUX-7wQadKQ-&xkcb=SoBK-_M3SEfGj-wHIh0KbzkdCdPP&p=2&fvj=1&vjs=3,https://de.indeed.com/applystart?jk=d9ffaa4f8c78874f&from=vj&pos=bottom&mvj=0&spon=1&adid=405701651&ad=-6NYlbfkN0CnU0dzMBFE7kk-0UDOV9_12sHxq5F_ZZFMQSNQ7xcM-QQFi1B74oX0U7CHoSe_E0lwMFBFTffs4TkNyhP2j0Z5Z1bOS0AuaiTNJhRg-kePACRPe1bcaMjtjdg80t5xw-jpQgvS1mnnw_G1NZGDY81545ZiqTP3R62Rh707_FmAgCdU9tHV0hP1HZ38n6ILAnNudu9bqGs8_NCCs1XMF5KdKH55VXQWCC48XkqFH5VVLG-FCb5WO4KmatbNgEx6ahUb-NH9MNirR4dc6XsiMoIEHdLVc56XE8plfn7c5fFsw3nqdtukl1f3BcO-_i0CuPz5049UaSmTBzbDNcquDVKlCa6Bc0wGIHFU7mwxQtzH3IE8cdZMDH5Fxb9Uf4BfjqN4SG1hvG2Oie6njwT65ixkhIZ8QnczkwAiZ__dMQspoZ6-S0lXCwG-Pae49_ECaEw%3D&xkcb=SoBK-_M3SEfGj-wHIh0KbzkdCdPP&sjdu=PZTpGlCTE3Vc9rtunzGVl13JEM8RMPr9gN5HAa-Klp8&vjfrom=web&astse=3c28abd104829c09&assa=3260,,(Junior) Entwicklungsingenieur Testautomatisierung E/E-Umfänge am HiL (m/w/d),,Vollzeit,Bertrandt AG,38440 Wolfsburg
